料號	品名
3C0 857 522 ~	後視鏡片-右
3C0 857 537A GRU ~	後視鏡外殼-左
3C0 858 407K  33N	置物盒
3C0 881 253A  4PK	座椅前後調整把手-左
3C0 881 254   9B9	座椅拉柄-前右
3C0 905 843R	引擎鎖開關/起動模組
3C0 905 861H	方向盤鎖
3C0 906 625	控制閥
3C0 907 511A ~	冷氣控制馬達
3C0 907 511B	冷氣控制馬達
3C0 907 511C	冷氣控制馬達
3C0 907 511C ~	冷氣控制馬達
3C0 907 511D	冷氣控制馬達
3C0 907 511R	冷氣控制馬達
3C0 907 511T	冷氣控制馬達
3C0 907 521B	鼓風機控制器
3C0 907 521F	鼓風機控制器
3C0 907 521G -	鼓風機控制器
3C0 907 521G ~	鼓風機控制器
3C0 907 530C	閘道控制電腦
3C0 919 050G	汽油泵
3C0 919 051AE	汽油泵/浮筒
3C0 919 051AF	汽油泵/浮筒
3C0 919 051AL	汽油泵/浮筒
3C0 919 237A  9B9	開關-右氣囊解除
3C0 919 275L  GRU	倒車雷達感知器
3C0 919 275R  2ZZ	倒車雷達感知器
3C0 927 225B  REH	手煞車開關
3C0 927 225B  REH ~	手煞車開關
3C0 937 049AL	電路系統控制單元
3C0 941 005J	大燈總成-左
3C0 941 005J *	大燈總成-左
3C0 941 006J	大燈總成-右
3C0 941 006J *	大燈總成-右
3C0 941 006M	大燈總成-右
3C0 941 699B ~	霧燈-左
3C0 941 700B ~	霧燈-右
3C0 947 291D  Y20	室內燈-後
3C0 951 221	喇叭-低音-L
3C0 951 223	喇叭-高音-H
3C0 951 223A	喇叭-高音-H
3C0 953 041C	方向燈-左前-黃
3C0 953 041E	方向燈-左前-白
3C0 953 041H	方向燈-左前-白
3C0 953 041L ~	方向燈-左前-白
3C0 953 042E	方向燈-右前-白
3C0 953 042H	方向燈-右前-白
3C0 953 042L ~	方向燈-右前-白
3C0 955 109A  GRU	大燈噴水器外蓋-左
3C0 955 453P ~	雨刷噴水筒
3C0 959 455F	風扇馬達-左
3C0 959 455F *	風扇馬達-左
3C0 959 455G	風扇馬達-右
3C0 959 455G *	風扇馬達-右
3C0 959 703   VW1	電窗馬達-左後
3C0 959 703   VW3	電窗馬達-左後
3C0 959 704   VW1	電窗馬達-右後
3C1 423 051L	動力方向機總成
3C1 820 015	鼓風機
3C1 820 015K	鼓風機
3C1 820 015K *	鼓風機
3C1 820 103	蒸發器
3C1 820 103B	蒸發器
3C1 823 535	引擎蓋拉線-後段
3C1 837 015A ~	六角鎖-左前門
3C1 837 461F	升降機-電動左前
3C1 837 462F	升降機-電動右前
3C1 857 705F  RAA	安全帶-左前/黑
3C1 857 705N  RAA	安全帶-左前/黑
3C1 857 706F  RAA	安全帶-右前/黑
3C1 857 706Q  RAA	安全帶-右前/黑
3C1 907 511	冷氣控制馬達
3C1 907 511A	冷氣控制馬達
3C1 907 511A ~	冷氣控制馬達
3C1 907 511F	冷氣控制馬達
3C1 907 511F ~	冷氣控制馬達
3C1 907 511H	冷氣控制馬達
3C1 955 023B	雨刷馬達總成-含支架
3C1 955 425B	雨刷片-左-軟式  600MM
3C1 955 425C	雨刷片-左-軟式
3C1 955 426B	雨刷片-右-軟式
3C1 998 002 -	雨刷片組-軟式
3C4 831 055C	車門總成-左前
3C4 831 056C	門總成-右前
3C4 837 085B	內把手拉線-前-L/R
3C4 837 431F  5AP ~	門框橡皮-左前
3C4 837 476   7Z7	外水切-右前
3C4 837 701B  5AP	防水橡皮-門邊-左前
3C4 837 702   5AP	門內邊膠條-右前
3C4 837 702B  5AP	防水橡皮-門邊-右前
3C4 839 015A ~	六角鎖-左後門
3C4 839 016A ~	六角鎖-右後門
3C5 807 375A	保桿側固定座-後左
3C5 807 376	保桿側固定座-後右
3C5 807 376A	保桿側固定座-後右
3C5 807 417A  GRU	保桿-後
3C5 807 417P  GRU	保桿-後
3C5 807 459A  2ZZ ~	保桿飾條-後左-鉻
3C5 807 460A  2ZZ ZZ	保桿飾條-後右-鉻
3C5 827 025C	後箱蓋
3C5 827 301A	後箱蓋支架-左
3C5 827 302A	後箱蓋支架-右
3C5 827 469C  ULM	後箱鎖
3C5 827 469D  ULM	後箱鎖
3C5 827 469J  ULM ZZ	後箱鎖-瑕疵
3C5 827 550B	撐桿-後箱蓋
3C5 833 055D	車門總成-左後
3C5 833 056D	車門總成-右後
3C5 839 432C  5AP	門框橡皮-右後
3C5 839 462G	升降機-電動右後
3C5 839 476   7Z7	外水切-右後
3C5 945 093C	尾燈-左內
3C5 945 094C	尾燈-右內
3C5 945 095C	尾燈-左外
3C5 945 096C	尾燈-右外
3C8 201 550C	油箱蓋
3C8 807 217D  GRU	保桿-前外
3C8 807 417   GRU	保桿-後
3C8 807 443   2ZZ	保桿飾條-後中-鉻
3C8 807 459   2ZZ	保桿飾條-後左-鉻
3C8 807 460   2ZZ	保桿飾條-後右-鉻
3C8 823 031A	引擎蓋
3C8 823 359	撐桿-引擎蓋
3C8 831 411A	車門後扭-前左下
3C8 831 411B	車門後扭-前左下
3C8 839 461K	升降機-電動左後
3C8 853 074  2ZZ	車門飾條-右後
3C8 853 074A  2ZZ	車門飾條-右後
3C8 857 507AP 9B9	後視鏡座-左電動/電折/記憶
3C8 857 507BE 9B9	後視鏡座-左電動/電折/記憶
3C8 857 508AR 9B9	後視鏡座-右電動/電折/記憶
3C8 857 508BN 9B9	後視鏡座-右電動/電折/記憶
3C8 857 537   GRU  ZZ	後視鏡外殼-左-烤漆
3C8 937 049AB	電路系統控制單元
3C8 937 049F	電路系統控制單元
3C8 941 431A  XHS ~	大燈開關-黑/鉻
3C8 945 093D	尾燈-左內
3C8 945 094D	尾燈-右內
3C8 945 095D	尾燈-左外
3C8 945 095F	尾燈-左外
3C8 945 096D	尾燈-右外
3C8 945 096F	尾燈-右外
3C8 945 105A	反光燈-左後
3C8 945 106A	反光燈-右後
3C8 955 453D	雨刷噴水筒-上
3C8 959 857  XSH ~	電窗開關總成-左
3C9 839 476B  7Z7	外水切-右後
3C9 945 095C	尾燈-左外
3D0 121 065BL	鐵水管
3D0 121 065CG	鐵水管
3D0 122 049K	水管-上/下
3D0 122 447DJ	水管
3D0 127 023A	汽油泵-高壓
3D0 129 620F	空氣芯
3D0 199 308Q	引擎腳支架-右
3D0 199 381Q	引擎腳-右
3D0 199 381T +	引擎腳-左/右
3D0 201 511	汽油杯
3D0 201 797C	活性碳罐
3D0 254 251AX	觸煤轉換器-前-1-3
3D0 254 251X	觸煤轉換器-前-4-6
3D0 254 400GX	觸煤轉換器-後-左
3D0 254 450NX	觸煤轉換器-後-右
3D0 411 317 /	平衡桿接頭-左/右
3D0 616 001K	氣壓彈簧避震器-左後
3D0 616 002K	氣壓彈簧避震器-右後
3D0 616 005L	空氣泵浦
3D0 616 005M	空氣泵浦
3D0 616 005P ~	空氣泵浦
3D0 616 013B	氣壓彈簧控制閥
3D0 616 039AD *	氣壓彈簧避震器-左前
3D0 616 040AD *	氣壓彈簧避震器-右前
3D0 807 049D	保桿側固定座-左前
3D0 807 050D	保桿側固定座-右前
3D0 809 957K  B41	擋泥板-左前內龜
3D0 820 511A ZZ	冷氣風向控制馬達-瑕疵
3D0 837 205C  GRU	外把手-前門
3D0 837 875  GRU	前門把手鎖仁外蓋
3D0 853 071A GRU ZZ	車門飾條-左前-暇疵
3D0 853 072A  GRU	車門飾條-右前
3D0 853 073A  GRU	車門飾條-左後
3D0 853 074A  GRU	車門飾條-右後
3D0 853 074C  GRU	車門飾條-右後
3D0 853 074C  GRU ZZ	車門飾條-右後-瑕疵
3D0 854 661B ZZ	通風網-左-缺件
3D0 854 939B  V7S	車門下飾條-左前
3D0 854 950B  V7S	車門下飾條-右後
3D0 857 521T	後視鏡片-左除霧-防眩
3D0 857 522AM	後視鏡片-右除霧-防眩
3D0 898 644 #	空調濾芯-活性碳
3D0 909 610E	控制電腦-後箱
3D0 919 087F	汽油泵-左
3D0 919 087G	汽油泵-右
3D0 941 038	後箱行程感知器
3D0 941 285D	車身水平感知器-前
3D0 941 286D	車身水平感知器-前
3D0 945 095D XX	尾燈-左外-中古
3D0 951 221B	喇叭-低音-L
3D0 951 223A	喇叭-高音-H
3D0 951 253A	繼電器-433
3D0 959 126B	冷氣壓力開關
3D0 959 453D	風扇馬達-左
3D0 959 453E	風扇馬達-右
3D0 959 453F ZZ	風扇馬達-左-中古
3D0 959 455G ZZ	風扇馬達-右-中古
3D0 959 831C  20H	後箱蓋鎖開關-黑
3D1 612 041BD	真空管
3D1 837 015	六角鎖-左前門
3D1 837 015A	六角鎖-左前門
3D1 837 015AB	六角鎖-左前門
3D1 837 015AP /	六角鎖-左前門
3D1 837 015AP ~	六角鎖-左前門
3D1 837 016	六角鎖-右前門
3D1 837 016A	六角鎖-右前門
3D1 837 016AA	六角鎖-右前門
3D1 837 016AC /	六角鎖-右前門
3D1 837 016AC ~	六角鎖-右前門
3D1 857 507CD 041	後視鏡座-左電動
3D1 857 508BQ 041	後視鏡座-右電動
3D1 955 425F	雨刷片-軟式-左
3D1 955 426	雨刷片-軟式-右
3D4 839 015H	六角鎖-左後門
3D4 839 016	六角鎖-右後門
3D4 839 016H	六角鎖-右後門
3D4 839 475G  PRP	外水切-左後
3D4 839 476G  PRP	外水切-右後
3D5 807 417AD GRU	保桿-後
3D5 807 417BB GRU	保桿-後
3D5 807 417Q  GRU	保桿-後
3D5 827 505E  01C	後箱六角鎖總成
3D7 853 073   GRU	車門飾條-左後
3D7 853 074   GRU	車門飾條-右後
3G0 598 611A	輪軸承修理包-後-代哈扶
3G0 805 588L	水箱架
3G0 805 911T	內龜擋泥板-左前-前端下
3G0 807 109F	保桿內鐵-前
3G0 807 305E	保桿內鐵-後
3G0 810 971F	內龜擋泥板-左後
3G0 820 535A	室外溫度感知器
3G0 821 021A	葉子板-左前
3G0 821 022A	葉子板-右前
3G0 823 031A	引擎蓋
3G0 823 359A	撐桿-引擎蓋
3G0 831 055AE	車門總成-左前
3G0 831 056AE	車門總成-右前
3G0 837 701B  5AP	防水橡皮-左前-車門
3G0 837 702B  5AP	防水橡皮-右前-車門
3G0 853 857D  GRU	戶定飾板-左-外
3G0 853 857E  GRU	戶定飾板-左-外
3G0 853 858D  GRU	戶定飾板-右-外
3G0 853 858E  GRU	戶定飾板-右-外
3G0 857 522  ZZ	後視鏡片-右-瑕疵
3G0 941 661E	霧燈/日行燈/方向燈-左
3G0 941 662E	霧燈/日行燈/方向燈-右
3G0 941 662E *	霧燈/日行燈/方向燈-右
3G0 941 662H	霧燈/方向燈-右
3G0 949 101	方向燈-後視鏡-左
3G0 949 102	方向燈-後視鏡-右
3G1 857 507DP 9B9	後視鏡座-左電動
3G1 857 507EM 9B9	後視鏡座-左電動
3G1 857 508DC 9B9	後視鏡座-右電動
3G1 857 508EP 9B9	後視鏡座-右電動
3G1 941 006B	大燈總成-右
3G1 941 773A	大燈總成-左-LED
3G1 941 774A	大燈總成-右-LED
3G5 945 207C	尾燈-左外-LED
3G8 823 509A	引擎蓋六角鎖-左
3G8 941 113D	大燈總成-左-LED
3G9 807 375	保桿側固定座-後左-外
3G9 807 376	保桿側固定座-後右-外
3G9 827 025	後箱蓋
3G9 833 056AD	車門總成-右後
3Q0 199 262C	引擎腳-右
3Q0 199 262C +	引擎腳-右
3Q0 199 262E	引擎腳-右
3Q0 199 262J	引擎腳-右
3Q0 199 315D	工字樑
3Q0 407 151E	三角架-左
3Q0 407 151N	三角架-左
3Q0 407 152E	三角架-右
3Q0 411 303H	平衡桿
3Q0 411 303J	平衡桿
3Q0 498 201	防塵套修包-內半軸
3Q0 505 311E	三角架-後下-左/右
3Q0 505 433G	後輪羊角/軸承座-左
3Q0 505 434F	後輪羊角/軸承座-右
3Q0 615 601	煞車盤-後
3Q0 615 601 !	煞車盤-後
3Q0 616 423 *	煞車分泵-後左
3Q0 698 451	來令片組-後
3Q0 698 451C	來令片組-後
3Q0 698 451C +	來令片組-後
3Q0 698 451E	來令片組-後
3Q0 698 601 !	煞車盤組-後-*2
3Q0 906 121B	燃油泵控制盒
3Q0 906 121C	燃油泵控制盒
3Q0 919 050G	柴油泵/代浮筒
3Q1 819 021C	鼓風機
3T0 809 958	內龜擋泥板-右前
3T0 823 531A	引擎蓋拉線
3T0 825 202F	底盤護板-右
3T0 837 462A ~	升降機-電動右前
3T1 857 508CC 9B9	後視鏡座-右電動
3T1 867 158  9B9	內把手飾蓋-右前-黑
3T1 941 017C ~	大燈總成-左
3T1 941 018C ~	大燈總成-右
3U5 853 754C  LB5	車門飾條-右後
3V0 807 905A	貼紙-後葉左
3V0 821 142	葉子板固定支架-右前
3V0 823 509B	引擎蓋六角鎖
3V0 927 225B  IHA	手煞車開關-電子式
3V5 807 521A  9B9	後下擾流板
3V5 810 970A	內龜擋泥板-右後
3V5 827 023B	後箱蓋
3V5 839 701C  5AP	防水橡皮-左後-車門上
3V5 839 702B  5AP	防水橡皮-右前-外
3V5 839 702C  5AP	防水橡皮-右後-車門上
3V9 807 863	後保中支架
3V9 827 023D	後箱蓋
3V9 827 023E	後箱蓋
3V9 833 052	車門總成-右後
3W0 698 151P -	來令片組-前
4 4190	前柵-蜂巢式
401 837 015 /	六角鎖-左前門
401 837 016 /	六角鎖-右前門
411 513 121 *	平衡桿接頭橡皮-下
411 513 121S	避震器橡皮墊修包組-前
420 260 401A	冷排-左/右
420 698 151D	來令片組-前
420 698 451B	來令片組-後
420 698 451B !	來令片組-後
420 698 451H	來令片組-後
420 810 171E	擋泥板-左後內龜
420 823 509A	引擎蓋六角鎖-下
431 121 273B	固定腳-進氣支管
431 407 272L	傳動軸-右
431 407 272L *	傳動軸-右
431 407 276G	傳動軸-左
431 407 276G *	傳動軸-左
431 412 175D #	避震器防塵套-前
431 419 831 #	方向機防塵套
431 422 371B	方向機油壺
431 498 099A *ME	外半軸修理包
431 498 103C	內半軸修理包
431 498 103C -	內半軸修理包
431 498 203C *	防塵套修包-外半軸
431 498 203C +	防塵套修包-外半軸
431 601 139A	輪胎螺絲
431 698 471B -	煞車分泵修理包-前
431 955 651 -	噴水馬達
431 955 651 /	噴水馬達
44-ES-7181	惰桿
441 121 055	水管-下
441 121 251J *	水箱
441 121 403	副水筒
441 201 511C -	汽油杯
441 201 511C .	汽油杯
441 201 511C /	汽油杯
441 407 151A *	三角架牛腿-左
441 498 203A	防塵套修包-外半軸
441 498 203A *	防塵套修包-外半軸
441 498 203A -	防塵套修包-外半軸
441 498 203A.	防塵套修包-外半軸
441 611 021B	煞車總泵
441 612 101B	煞車補助推進器
441 612 101B *	煞車補助推進器
441 615 301AA +	煞車盤-前
441 615 301AA -	煞車盤-前
441 698 151A *	來令片組-前
441 947 561D	室內燈開關-後門
441 959 455D	風扇馬達
443 121 251K *	水箱
443 121 321 *	水箱蓋
443 253 115A -	排氣管墊片
443 271 161A *	乾燥筒
443 407 357	墊片
443 407 625E *	前輪軸承
443 412 377	避震器上座
443 413 031E *	避震器芯-前
443 413 031E +	避震器芯-前
443 413 031E -GA	避震器芯-前
443 413 031G ~	避震器芯-前
443 419 811D /	和尚頭-惰桿左
443 498 099D /	外半軸修理包
443 501 615A *	煞車鼓
443 513 031N *GA	避震器-後
443 611 021 *	煞車總泵
443 611 775F -	煞車軟管-後
443 612 061H *	煞車鐵球(蓄壓器)
443 612 061H +	煞車鐵球(蓄壓器)
443 612 061H -	煞車鐵球(蓄壓器)
443 615 123F *	煞車分泵-前左
443 615 124F *	煞車分泵-前右
443 615 301 *	煞車盤-前
443 615 301B *	煞車盤-前
443 615 301B -	煞車盤-前
443 615 425A /	煞車分泵架-後
443 615 601	煞車盤-後
443 615 601 *	煞車盤-後
443 698 151F *	來令片組-前
443 698 151F +	來令片組-前
443 698 151F .	來令片組-前
443 698 451B *	來令片組-後
443 698 451B -	來令片組-後
443 698 451B /	來令片組-後
443 698 470	煞車分泵導管修理包-前
443 698 470 /	煞車導管修理包-前
443 698 525B *	來令片組-後
443 698 671B *	煞車分泵修理包-後
443 819 030 +	暖排
443 820 511A *	冷氣控制馬達
443 823 531A	引擎蓋拉線
443 837 205C -	外把手-左前門
443 837 397D *	升降機總成-左前電動
443 845 531A	玻璃固定擋橡皮-前擋
443 906 087BE	汽油泵
443 906 102D	插頭
443 907 379C *	ABS電腦
443 919 045T	汽油浮筒
443 919 045T -	汽油浮筒
443 919 578C -	繼電器-267
443 919 578H	繼電器-306
443 919 578J /	繼電器-305
443 945 217 !	尾燈-左外
443 945 217 -	尾燈-左外
443 945 218 !	尾燈-右外
443 945 515 /	煞車燈開關
443 951 253J	繼電器-213
443 951 253J *	繼電器-213
443 951 253K	繼電器-214
443 951 253K -	繼電器-214
443 951 253T	繼電器-201
443 951 253T -	繼電器-201
443 953 050E !	方向燈-右前
443 953 513L *	方向燈開關
443 955 465 ~	雨刷噴水馬達橡皮
443 955 532C *	繼電器-272
443 957 801L *	路碼錶線
443 959 257 +	繼電器-285
443 959 455K	風扇馬達
443 959 455K *	風扇馬達
443 959 455N	風扇馬達
443 959 455N >	風扇馬達
447 422 887 *	方向機油管-油壺>泵
447 615 601A *	煞車盤-後
447 615 601A -	煞車盤-後
447 857 909	按扣
45-248573	氣壓式彈簧避震器-前左/右
4A0 121 055C *	水管-下(水泵)
4A0 121 055C /	水管-下(水泵)
4A0 121 055D *	水管-下(水箱)
4A0 121 055H *	水管-下
4A0 121 101C *	水管-上
4A0 121 251C -	水箱
4A0 121 251C /	水箱
4A0 121 251H /	水箱
4A0 121 251M +	水箱
4A0 121 251M -	水箱
4A0 121 251R	水箱
4A0 121 251R #	水箱
4A0 121 251R *	水箱
4A0 121 251R +	水箱
4A0 121 251R -	水箱
4A0 121 302	風扇葉總成
4A0 131 089CX	觸煤轉換器
4A0 199 339A *	引擎減震橡皮-前
4A0 199 351B +	引擎腳-左
4A0 199 351B /	引擎腳-左
4A0 199 352A +	引擎腳-右
4A0 199 352A /	引擎腳-右
4A0 260 403AC -	冷排
4A0 260 805AD -	壓縮機總成
4A0 260 805AE	壓縮機總成
4A0 260 805AH	壓縮機總成-冷氣
4A0 260 805C	壓縮機
4A0 399 151E -	變速箱腳-後
4A0 399 151E /	變速箱腳-後
4A0 399 415B *	工字樑鐵套-前
4A0 399 419E +	工字樑鐵套-左後
4A0 399 420E +	工字樑鐵套-右後
4A0 399 420E /	工字樑鐵套-右後
4A0 407 151 !	三角架牛腿-左
4A0 407 151 +	三角架牛腿-左
4A0 407 151 -	三角架牛腿-左
4A0 407 152 !	三角架牛腿-右
4A0 407 152 +	三角架牛腿-右
4A0 407 152 -	三角架牛腿-右
4A0 407 181A +	三角架鐵套-外
4A0 407 271BD *	傳動軸-右
4A0 407 615B	哈扶-前
4A0 407 625 *	前輪軸承組
4A0 407 625 /	前輪軸承
4A0 412 377C +	避震器上座
4A0 413 031D	避震器芯-前
4A0 413 031D /	避震器芯-前
4A0 419 091	方向盤
4A0 419 802A !	惰桿-右
4A0 422 887F	方向機油管-油壺>泵
4A0 422 887G	方向機油管-油壺>泵
4A0 498 099J	外半軸修理包
4A0 498 099J *	外半軸修理包
4A0 498 099J /	外半軸修理包
4A0 498 203A +	防塵套修包-外半軸
4A0 498 625 +	前輪軸承組
4A0 512 129S *	避震器橡皮-後
4A0 513 031	避震器-後
4A0 513 031 *	避震器-後
4A0 513 031 *GAS	避震器-後
4A0 513 031 +	避震器-後
4A0 513 031 /	避震器-後
4A0 611 021D +	煞車總泵
4A0 611 021D /	煞車總泵
4A0 611 021E /	煞車總泵
4A0 611 707 #	煞車軟管-前
4A0 611 707 /	煞車軟管-前
4A0 611 775B -	煞車軟管-後
4A0 615 123A -	煞車分泵-前左
4A0 615 301B -	煞車盤-前
4A0 615 301B /	煞車盤-前
4A0 615 301C	煞車盤-前
4A0 615 301C !	煞車盤-前
4A0 615 301C *	煞車盤-前
4A0 615 301C +	煞車盤-前
4A0 615 601A -	煞車盤-後
4A0 615 601A ~	煞車盤-後
4A0 698 151	來令片組-前
4A0 698 151 *	來令片組-前
4A0 698 151 -	來令片組-前
4A0 698 151 /	來令片組-前
4A0 698 151C !	來令片組-前
4A0 698 151C #	來令片組-前
4A0 698 151C +	來令片組-前
4A0 698 151C -	來令片組-前
4A0 698 451 /	來令片組-後
4A0 698 451A	來令片組-後
4A0 698 451A .	來令片組-後
4A0 698 601A !	煞車盤組-後-*2
4A0 721 261 *FA	離合器分泵
4A0 721 261 -	離合器分泵
4A0 721 261 /	離合器分泵
4A0 807 103DA *	保桿-前
4A0 807 345J *	通風網-左
4A0 807 345J /	通風網-左
4A0 807 346  /	通風網-右
4A0 807 346 *	通風網-右
4A0 819 373S	熱水管-出
4A0 820 511 *	冷氣控制馬達
4A0 820 539	溫度感知器-室外
4A0 823 029C -	引擎蓋
4A0 823 359C *	撐桿-引擎蓋
4A0 823 359C /	撐桿-引擎蓋
4A0 837 063F	鎖仁-左外把手
4A0 837 064F	鎖仁-右外把手
4A0 837 461AS *	升降機總成-電動左前
4A0 837 461BS -	升降機總成-電動帶馬達-左前
4A0 837 462BS -	升降機總成-電動帶馬達-右前
4A0 839 015F	六角鎖-左後門
4A0 853 983  3ZF	後葉飾條-左
4A0 862 257H	中控控制盒
4A0 905 849	引擎鎖開關
4A0 905 849 .	引擎鎖開關
4A0 905 849A	引擎鎖開關
4A0 905 849B *	引擎鎖開關
4A0 905 849B ~	引擎鎖開關
4A0 905 851G	引擎鎖座
4A0 905 851K -	引擎鎖座
4A0 907 440	控制盒-折疊後視鏡-361
4A0 907 473D	引擎電腦
4A0 907 473H	引擎電腦
4A0 907 473H *	引擎電腦
4A0 941 295 *	大燈調整馬達
4A0 941 699 /	霧燈-左
4A0 941 700 /	霧燈-右
4A0 945 223A *	尾燈-左內
4A0 945 223B *	尾燈-左內
4A0 945 223D *	尾燈-左內
4A0 945 224 *	尾燈-右內
4A0 945 224B *	尾燈-右內
4A0 945 224D *	尾燈-右內
4A0 945 224E *	尾燈-右內
4A0 953 049 *	方向燈-左前
4A0 953 049C	方向燈-左前
4A0 953 049C *	方向燈-左前
4A0 953 049D -	方向燈-左前
4A0 953 050 *	方向燈-右前
4A0 953 050C *	方向燈-右前
4A0 953 050D -	方向燈-右前
4A0 953 053A	燈泡座-前方向燈
4A0 955 651 /	噴水馬達
4A0 955 651B +	噴水馬達
4A0 959 101A *	鼓風機
4A0 959 101A .	鼓風機
4A0 959 101A /	鼓風機
4A0 959 101A >	鼓風機
4A0 959 455B *	風扇馬達
4A0 959 455B -	風扇馬達
4A0 959 455C *	風扇馬達
4A0 959 455C +	風扇馬達
4A0 959 493A .	連續電阻
4A0 959 855A  01C ~	電窗開關-前-L/R
4A0 959 855A *	電窗開關
4A1 422 065	動力方向機
4A1 422 065 -	動力方向機
4A1 422 065A	動力方向機
4A1 422 065A XX	動力方向機
4A1 422 066X >	動力方向機舊品回收
4A1 820 367 #	空調濾芯-活性碳
4A1 820 367 *	空調濾芯
4A1 820 367 /	空調濾芯
4A5 807 305BAGRU	保桿-後
4A5 809 614	後尾鈑側鈑-右
4A5 827 505B 01C	六角鎖-後箱
4A5 827 552 /	撐桿-後箱
4A5 862 055B	後箱鎖
4A5 945 217B *X	尾燈-左外
4A5 945 217B -	尾燈-左外
4A5 945 218B -	尾燈-右外
4A9 513 031B	避震器-後
4B0 091 800	空調濾芯-活性碳
4B0 091 800 *	空調濾芯
4B0 121 055C	水管-下
4B0 121 101D	水管-上
4B0 121 101J	水管-上
4B0 121 101R ~	水管-上
4B0 121 107	水管-副水筒>鐵管
4B0 121 251L	水箱
4B0 121 251R .	水箱
4B0 121 283F	集風板-左
4B0 121 284D	集風板-右
4B0 145 155T /	方向機泵
4B0 145 156 -	方向機泵
4B0 145 156X	方向機泵
4B0 145 832	通風管-渦輪泠卻
4B0 145 838 /	空氣管-冷卻器
4B0 199 351B	引擎腳支架-左下
