料號,廠牌,副廠料號,品名
4B0 998 002 /,BOSCH,,雨刷片組-軟式  A933S
4B0 998 003,VW,,雨刷片組-硬式
4B0 998 121,VW,,大燈固定螺絲包-左
4B0 998 122,VW,,大燈固定螺絲包-右
4B0 998 375 *,BOSCH,,ABS電腦
4B0 998 375A,VW,,ABS電腦
4B0 998 375A *,BOSCH,,ABS電腦
4B0 998 375B,BOSCH,,ABS電腦
4B0 998 673B,VW,,汽油浮筒修理包
4B0 998 673D,VW,,汽油浮筒修理包
4B1 061 225ED  1A8,VOTEX,,腳踏墊組-前
4B1 061 501   528,VOTEX,,腳踏墊組-前-灰橡膠
4B1 061 501A 528,VOTEX,,腳踏墊組-前-灰橡膠
4B1 061 501B 528,VOTEX,,腳踏墊組-前-灰橡膠
4B1 422 052D *,BOSCH,,動力方向機
4B1 422 052E,VW,,動力方向機
4B1 422 052R *,BOSCH,,動力方向機
4B1 422 891F,VW,,方向機油管-方機>冷卻管
4B1 422 891G,VW,,方向機油管-主機>冷卻管
4B1 422 893AH,VW,,方向機油管-泵>方機
4B1 422 893AH -,FEBI,,方向機油管-泵>方機
4B1 422 893Q /,VICTORY,,方向機油管-泵>方機
4B1 422 893T,VW,,方向機油管-泵>方機
4B1 611 931AC,VW,,真空管
4B1 611 931AQ,VW,,真空管
4B1 611 931AR,VW,,真空管
4B1 611 931AS,VW,,真空管
4B1 611 931H,VW,,真空管
4B1 611 931K,VW,,真空管
4B1 611 931M,VW,,真空管
4B1 713 111B 9QM,VW,,排擋桿面板-自排
4B1 713 141D  2UQ,VW,,排擋頭-自排-核桃木
4B1 713 141J  KQF,VW,,排擋頭-自排-黑
4B1 723 555C,VW,,油門線-自排
4B1 723 555D,VW,,油門線-自排
4B1 805 213,VW,,電瓶底座固定架
4B1 805 645,VW,,引擎室拉桿
4B1 819 031,VW,,暖排
4B1 819 031C,VW,,暖排
4B1 819 031C *,NISSENS,,暖排
4B1 819 371B,VW,,熱水管-進
4B1 819 373A,VW,,熱水管-出
4B1 819 403C  01C,VW,,拖比蓋板
4B1 819 422A  01C,VW,,拖比蓋板
4B1 819 441C,VW,,空調濾芯底座
4B1 819 447B  01C,VW,,拖比蓋板
4B1 820 021,VW,,鼓風機
4B1 820 021B,VW,,鼓風機
4B1 820 021B *,MAHLE,,鼓風機
4B1 820 021B .,VW(CN),,鼓風機
4B1 820 021B /,DEYE,,鼓風機
4B1 820 103,VW,,蒸發器
4B1 820 103 *,MAHLE,,蒸發器
4B1 820 103 /,CAFM,,蒸發器
4B1 820 511,VW,,冷氣控制馬達
4B1 820 511 *,BOSCH,,冷氣控制馬達
4B1 820 511A,VW,,冷氣控制馬達
4B1 820 511A *,BOSCH,,冷氣控制馬達
4B1 820 511B,VW,,冷氣控制馬達
4B1 820 511B *,BOSCH,,冷氣控制馬達
4B1 820 511C,VW,,冷氣控制馬達
4B1 820 511C *,BOSCH,,冷氣控制馬達
4B1 820 511D,VW,,冷氣控制馬達
4B1 820 511D *,BOSCH,,冷氣控制馬達
4B1 820 511K,VW,,冷氣控制馬達
4B1 820 511K *,BOSCH,,冷氣控制馬達
4B1 823 029B,VW,,引擎蓋
4B1 823 531,VW,,引擎蓋拉線
4B1 837 015H,VW,,六角鎖-左前門
4B1 837 016G ~,VW-一汽,,六角鎖-右前門
4B1 837 019K  1M5,VW,,內把手-左前門-黑
4B1 837 063,VW,,鎖仁-左外把手
4B1 837 063A,VW,,鎖仁-左外把手
4B1 837 207  GRU,VW,,外把手-前門-L/R
4B1 853 190H 1SX,VW,,儀錶板飾板
4B1 853 190P 5TQ,VW,,儀錶板飾板
4B1 857 008E  2YS,VW,,儀錶總成
4B1 857 536C,VW,,後視鏡片-右除霧
4B1 857 536C *,THM,,後視鏡片-右除霧
4B1 857 536D,VW,,後視鏡片-右除霧
4B1 858 142   6PS,VW,,手套箱外蓋-黑
4B1 858 142  6DP,VW,,手套箱外蓋
4B1 858 142 4SM,VW,,手套箱外蓋
4B1 858 531BB3FZ,VW,,後視鏡座-左電動
4B1 858 531BC3FZ,VW,,後視鏡座-左電動
4B1 858 531BE3FZ,VW,,後視鏡座-左電動
4B1 858 531G  ZZ,VW-暇疵,,後視鏡座-左電動-暇疵
4B1 858 531G 3FZ,VW,,後視鏡座-左電動
4B1 858 531H 3FZ,VW,,後視鏡座-左電動
4B1 858 531K 3FZ,VW,,後視鏡座-左電動
4B1 858 532BB3FZ,VW,,後視鏡座-右電動
4B1 858 532BC3FZ,VW,,後視鏡座-右電動
4B1 858 532BE3FZ,VW,,後視鏡座-右電動
4B1 858 532BG3FZ,VW,,後視鏡座-右電動
4B1 858 532BJ  3FZ,VW,,後視鏡座-右電動
4B1 858 532G 3FZ,VW,,後視鏡座-右電動
4B1 858 532H 3FZ,VW,,後視鏡座-右電動
4B1 858 532K 3FZ,VW,,後視鏡座-右電動
4B1 864 777B  4P7,VW,,休息踏板
4B1 867 103L  3VS,VW,,前門內飾板-左
4B1 880 204F,VW,,安全氣曩-右
4B1 880 324,VW,,手套箱支架緩衝器
4B1 941 531C  B98,VW,,大燈開關
4B1 941 531E  5PR,VW,,大燈開關
4B1 941 531E 5PR ~,VW-一汽,,大燈開關
4B1 941 531F  5PR,VW,,大燈開關
4B1 953 512A  AQ4,VW,,方向盤蓋板-下
4B1 953 512B  AQ4,VW,,方向盤蓋板-下
4B1 953 512D  AQ4,VW,,方向盤蓋板-下
4B1 953 515A AQ4,VW,,方向盤蓋板-上
4B1 955 113,VW,,雨刷馬達
4B1 955 113 *,MARELLI,,雨刷馬達
4B1 955 113A,VW,,雨刷馬達
4B1 955 113A *,VALEO,,雨刷馬達
4B1 955 325A,VW,,雨刷連桿-左
4B1 955 326A,VW,,雨刷連桿-右
4B1 955 407A,VW,,雨刷臂-左
4B1 955 407D,VW,,雨刷臂-左-軟式
4B1 955 407D /,TOPRAN,,雨刷臂-左-軟式
4B1 955 408A,VW,,雨刷臂-右
4B1 955 408D,VW,,雨刷臂-右-軟式
4B1 955 408D /,TOPRAN,,雨刷臂-右-軟式
4B1 955 425A -,SWF,,雨刷片-軟式  150-526
4B1 955 425C,VW,,雨刷片-軟式
4B1 959 521   4EM,VW,,電窗開關飾板-左前
4B1 959 521   E82,VW,,電窗開關飾板-左前
4B1 959 522   4EM,VW,,電窗開關飾板-右前
4B1 959 565A 01C,VW,,後視鏡調整開關
4B1 959 565A 5PR ~,VW-一汽,,後視鏡調整開關
4B1 962 107   5PR,VW,,中控控制開關
4B1 971 235E,VW,,負極線
4B1 971 725AG,VW,,線束-風扇馬達
4B2 837 064,VW,,鎖仁-右外把手
4B2 955 960,VW,,雨刷噴水管
4B3 121 036B,VW,,水管-
4B3 121 055C,VW,,水管-下
4B3 121 055H,VW,,水管-
4B3 121 062,VW,,水管-
4B3 121 071,VW,,鐵水管-鋁
4B3 121 101J,VW,,水管-上
4B3 121 107C,VW,,水管-回
4B3 121 107D,VW,,水管-副水筒
4B3 121 107F,VW,,水管-
4B3 121 109,VW,,水管-副水筒>鐵水管
4B3 121 113 *,WAHLER,,節溫器
4B3 121 113A,VW,,節溫器
4B3 121 113A *,WAHLER,,節溫器
4B3 121 200,VW,,水箱固定橡皮-上
4B3 121 202,VW,,冷卻水箱
4B3 121 251D,VW,,水箱
4B3 121 251D /,NISSENS,,水箱
4B3 121 251E,VW,,水箱
4B3 121 251F,VW,,水箱
4B3 121 275,VW,,水箱固定橡皮-下
4B3 121 275 ~,VW-一汽,,水箱固定橡皮-下
4B3 121 276A,VW,,水箱固定橡皮-上
4B3 121 276A ~,VW-一汽,,水箱固定橡皮-上
4B3 121 283B,VW,,集風板-左
4B3 121 284B,VW,,集風板-右
4B3 121 321,VW,,水箱蓋
4B3 121 403B,VW,,副水筒
4B3 121 411,VW,,輔助水泵
4B3 121 525,VW,,水管-
4B3 199 267,VW,,引擎腳-前
4B3 199 379J,VW,,引擎腳-左
4B3 199 379M,VW,,引擎腳
4B3 201 075H,VW,,油箱
4B3 201 801A,VW,,活性碳罐
4B3 253 115,VW,,墊片
4B3 260 403G /,MAN ZAI(萬在),,冷排
4B3 260 403H,VW,,冷排
4B3 317 819C,VW,,變速箱油管
4B3 399 151,VW,,變速箱腳
4B3 407 151C,VW,,三角架-前下
4B3 407 151C *,LMI,,三角架-前下
4B3 407 151C /,TRW,,三角架-前下
4B3 407 151D,VW,,三角架-前下
4B3 407 151D -,FEBI,,三角架-前下
4B3 407 151K,VW,,三角架-前下
4B3 407 253G,VW,,羊角-左前輪
4B3 407 254G,VW,,羊角-右前輪
4B3 407 257A,VW,,羊角-左前輪
4B3 407 257E,VW,,羊角-左前輪
4B3 407 258A,VW,,羊角-右前輪
4B3 407 258E,VW,,羊角-右前輪
4B3 407 272H *,LOBRO,,傳動軸-右
4B3 413 031E,VW,,避震器-前
4B3 413 031F,VW,,避震器-前
4B3 413 031R,VW,,避震器-前-左
4B3 413 032B,VW,,避震器-前-右
4B3 422 885C,VW,,方向機油管-冷卻管
4B3 498 151,VW,,三角架鐵套-下前內
4B3 513 031P,VW,,避震器-後-左
4B3 513 032B,VW,,避震器-後-右
4B3 599 257A,VW,,後差速器鐵套-上
4B3 599 257A *,LMI,,後差速器鐵套-上
4B3 599 381,VW,,後差速器鐵套-下
4B3 611 021,VW,,煞車總泵
4B3 611 021 -,ATE,,煞車總泵
4B3 611 021 /,TRW,,煞車總泵
4B3 611 775,VW,,煞車軟管-後
4B3 612 107,VW,,煞車真空輔助泵
4B3 612 107 !,TRW,,煞車真空輔助泵
4B3 615 107,VW,,煞車分泵-前左
4B3 615 108,VW,,煞車分泵-前右
4B3 615 301 -,OZ,,煞車盤-前
4B3 615 301E,VW,,煞車盤-前左-打孔
4B3 615 301E -,OZ,,煞車盤-前左-打孔-浮動碟
4B3 615 302A,VW,,煞車盤-前右-打孔
4B3 615 302A -,OZ,,煞車盤-前右-打孔-浮動碟
4B3 615 423,VW,,煞車分泵-左後
4B3 615 424,VW,,煞車分泵-右後
4B3 615 425,VW,,煞車分泵架-後
4B3 615 601B,VW,,煞車盤-後左
4B3 615 601B -,OZ,,煞車盤-後左
4B3 615 601C -,OZ,,煞車盤-左後-打孔
4B3 615 602,VW,,煞車盤-後右
4B3 615 602 -,OZ,,煞車盤-後右
4B3 615 602A -,OZ,,煞車盤-右後-打孔
4B3 698 151,VW,,來令片組-前
4B3 698 151A,VW,,來令片組-前
4B3 698 151A !,TRW,,來令片組-前
4B3 698 151A *,TEXTAR,,來令片組-前
4B3 698 151A -,PAGID,,來令片組-前
4B3 698 451A,VW,,來令片組-後
4B3 698 451A *,TEXTAR,,來令片組-後
4B3 698 451A -,PAGID,,來令片組-後
4B3 805 588E,VW,,水箱架
4B3 807 105A  GRU,VW,,保桿-前
4B3 807 109E,VW,,保桿內鐵-前
4B3 807 133B,VW,,保桿支架-左前
4B3 807 134B,VW,,保桿支架-右前
4B3 807 173E  1L1,VW,,大燈下飾板-左
4B3 807 174E  1L1,VW,,大燈下飾板-右
4B3 807 283,VW,,保桿側固定扣-左前
4B3 807 284,VW,,保桿側固定扣-右前
4B3 807 285G  GRU,VW,,牌照板-前
4B3 807 489   3FZ,VW,,霧燈框-左前
4B3 807 490   3FZ,VW,,霧燈框-右前
4B3 807 593,VW,,霧燈架-左
4B3 807 594,VW,,霧燈架-右
4B3 807 681D  3FZ,VW,,通風網-左
4B3 807 682D  3FZ,VW,,通風網-右
4B3 807 787,VW,,大燈噴水器座-左
4B3 807 788,VW,,大燈噴水器座-右
4B3 809 387,VW,,貼紙-左後葉
4B3 809 388,VW,,貼紙-右後葉
4B3 819 371B,VW,,熱水管-進
4B3 819 371D,VW,,熱水管-進
4B3 819 373B,VW,,熱水管-出
4B3 819 373D,VW,,熱水管-出
4B3 820 193A,VW,,乾燥筒
4B3 821 105C,VW,,葉子板-左前
4B3 821 106C,VW,,葉子板-右前
4B3 821 135,VW,,葉子板固定支架-左前
4B3 821 136,VW,,葉子板固定支架-右前
4B3 821 171B,VW,,內龜擋泥板-左前
4B3 821 172B,VW,,內龜擋泥板-右前
4B3 823 029B,VW,,引擎蓋
4B3 823 480F,VW,,引擎蓋六角鎖-上
4B3 823 509A,VW,,引擎蓋六角鎖-下
4B3 853 651G  1L1,VW,,前柵
4B3 853 735A  2ZZ,VW,,S6標誌-前
4B3 853 736A  2ZZ,VW,,QUATTOR標誌
4B3 853 959  7DL,VW,,車門下飾條-左前
4B3 853 960  7DL,VW,,車門下飾條-右前
4B3 853 969  7DL,VW,,車門下飾條-左後
4B3 853 970  7DL,VW,,車門下飾條-右後
4B3 863 821C,VW,,引擎下護板
4B3 863 843,VW,,引擎下護板銜接片
4B3 941 003F,VW,,大燈總成-左-氙氣
4B3 941 004F,VW,,大燈總成-右-氙氣
4B3 941 191,VW,,大燈外飾框-左
4B3 941 192,VW,,大燈外飾框-右
4B3 941 295A,VW,,大燈調整馬達
4B3 955 275B  GRU,VW,,大燈噴水器外蓋-L
4B3 955 276B  GRU,VW,,大燈噴水器外蓋-R
4B3 959 455D,VW,,風扇馬達-左
4B3 959 455F,VW,,風扇馬達-右
4B3 959 457,VW,,風扇馬達-冷氣
4B3 959 457 *,NRF,,風扇馬達-冷氣
4B3 959 479A,VW,,風扇護網
4B3 998 673B,VW,,油箱浮筒組
4B5 035 382,VOTEX,,低音喇叭-重音
4B5 035 501,VOTEX,,天線固定座
4B5 035 501G,VOTEX,,天線固定座
4B5 035 509,VOTEX,,天線-電動
4B5 513 032C,VW,,避震器-後
4B5 807 301AF 7DL,VW,,保桿-後
4B5 807 301BJ  7DL,VW,,保桿-後
4B5 807 301BK GRU,VW,,保桿-後
4B5 807 379  3FZ,VW,,保桿下飾板-後
4B5 807 379N  3FZ,VW,,保桿下飾板-後
4B5 807 379P  3FZ XX,VW,,保桿下飾板-後-中古
4B5 807 379P 3FZ,VW,,保桿下飾板-後
4B5 807 379Q 3FZ,VW,,保桿下飾板-後
4B5 807 379R  3FZ,VW,,保桿下飾板-後
4B5 807 453A,VW,,保桿側固定座-左後
4B5 807 453E,VW,,保桿側固定座-左後
4B5 807 454E,VW,,保桿側固定座-右後
4B5 807 993,VW,,保桿飾蓋-左後
4B5 807 994,VW,,保桿飾蓋-右後
4B5 809 301B,VW,,後圍板支架-左
4B5 809 302B,VW,,後圍板支架-右
4B5 809 457B,VW,,尾燈座鈑金-左
4B5 809 458,VW,,尾燈座鈑金-右
4B5 809 843,VW,,葉子板-左後
4B5 809 844,VW,,葉子板-右後
4B5 809 848,VW,,戶定鈑金-右
4B5 813 307,VW,,後燈座
4B5 813 331A,VW,,後圍板-上
4B5 827 023H,VW,,後箱蓋
4B5 827 023R,VW,,後箱蓋
4B5 827 023R  ZZ,暇疵-VW,,後箱蓋-暇疵
4B5 827 301,VW,,後箱蓋支架-左
4B5 827 301F,VW,,後箱蓋支架-左
4B5 827 302,VW,,後箱蓋支架-右
4B5 827 302F,VW,,後箱蓋支架-右
4B5 827 439,VW,,撐桿固定座
4B5 827 505D  01C,VW,,六角鎖-後箱
4B5 827 507A,VW,,六角鎖扣-後箱蓋
4B5 827 521G,VW,,中控馬達連桿-後箱
4B5 827 552D,VW,,撐桿-後箱-L/R
4B5 827 552D *,STABILUS,,撐桿-後箱-L/R
4B5 827 552D -,FEBI,,撐桿-後箱-L/R
4B5 827 552G,VW,,撐桿-後箱-L/R
4B5 827 552G *,STABILUS,,撐桿-後箱-L/R
4B5 827 552G -,FEBI,,撐桿-後箱-L/R
4B5 827 584,VW,,固定扣
4B5 827 705N,VW,,防水橡皮-後箱
4B5 827 933  GRU,VW,,後擾流板
4B5 833 721E,VW,,防水橡皮-後門
4B5 833 721M,VW,,防水橡皮-後門
4B5 839 439AD,VW,,門框橡皮-左後
4B5 839 440AD,VW,,門框橡皮-右後
4B5 845 099BH  NVB,VW,,前擋玻璃
4B5 845 206B,VW,,車門玻璃-右後
4B5 845 299T  NVB,VW,,三角窗玻璃-左後
4B5 845 300T  NVB,VW,,三角窗玻璃-右後
4B5 853 273   Y98,VW,,飾蓋-後車門下方
4B5 853 274   Y98,VW,,飾蓋-後車門下方
4B5 853 345  2ZZ,VW,,三角窗飾條-左後
4B5 853 345A 2ZZ,VW,,三角窗飾條-左後
4B5 853 346  2ZZ,VW,,三角窗飾條-右後
4B5 853 346A 2ZZ,VW,,三角窗飾條-右後
4B5 853 377G  Y9B,VW,,C柱蓋板-左
4B5 853 378G  Y98,VW,,C柱蓋板-右
4B5 853 703A 2ZZ,VW,,車頂飾條-左
4B5 853 704A 2ZZ,VW,,車頂飾條-右
4B5 853 705  GRU,VW,,車頂飾條-左
4B5 853 706  GRU,VW,,車頂飾條-右
4B5 853 742  2ZZ,VW,,四環標誌-後
4B5 853 927C 2ZZ,VW,,後箱蓋飾條-下端-鉻
4B5 853 927E 3Q7,VW,,後箱蓋飾條-下端-鋁
4B5 853 929,VW,,固定扣
4B5 853 929A,VW,,固定扣
4B5 860 251C,VW,,故障標誌-後
4B5 863 411M  7H8,VW,,後擋置物板
4B5 863 471H  01C,VW,,後箱內飾板
4B5 863 627B  01C,VW,,把手-後箱置物板
4B5 863 999,VW,,按扣-母
4B5 864 993,VW,,按扣
4B5 867 965B  5PD,VW,,B柱飾板-左上
4B5 867 975F  8PC,VW,,內飾板-後箱蓋
4B5 886 803A  6PS,VW,,座椅椅背固定修包-後
4B5 943 021,VW,,牌照燈-左
4B5 943 022,VW,,牌照燈-右
4B5 945 095,VW,,尾燈-左
4B5 945 095 *,HELLA,,尾燈-左
4B5 945 095B,VW,,尾燈-左
4B5 945 095B *,HELLA,,尾燈-左
4B5 945 095B * ZZ,HELLA-瑕疵,,尾燈-左-瑕疵
4B5 945 095B .,VW-CN,,尾燈-左
4B5 945 095B ~,VW-一汽,,尾燈-左
4B5 945 096,VW,,尾燈-右
4B5 945 096 *,HELLA,,尾燈-右
4B5 945 096B,VW,,尾燈-右
4B5 945 096B *,HELLA,,尾燈-右
4B5 945 191,VW,,尾燈墊片
4B5 945 221,VW,,燈泡座-尾燈/L/R
4B5 945 299T  NVB,VW,,三角窗玻璃-左後
4B5 945 395,VW,,尾燈防水飾條
4B5 945 695  01C,VW,,牌照飾板-後
4B5 945 695E 01C,VW,,牌照飾板-後
4B5 962 115A,VW,,中控馬達-後箱
4B5 962 115C,VW,,中控馬達-後箱
4B6 807 303F  GRU,VW,,保桿-後
4B6 807 819   3FZ,VW,,保桿中飾網-後
4B6 807 833   3FZ,VW,,保桿左飾網-後
4B6 807 834   3FZ,VW,,保桿右飾網-後
4B6 845 099AE NVB,VW,,前擋玻璃
4B7 422 052BX,VW-X,,動力方向機
4B7 422 052C,VW,,動力方向機
4B7 422 891C,VW,,方向機油管-方機>冷卻管
4B7 422 893C,VW,,方向機油管-泵>方機
4B7 611 931F,VW,,真空管
4B7 723 523,VW,,油門踏板-電子式
4B7 819 422   01C,VW,,飾蓋
4B7 906 093,VW,,汽油泵控制盒
4B7 955 425G,VW,,雨刷片-右
4B7 955 425L,VW,,雨刷片-左
4B9 035 849A,VOTEX,,天線尾巴-車頂
4B9 071 151   666,VOTEX,,車頂架-橫桿組-銀
4B9 513 031M,VW,,避震器-後
4B9 513 031N,VW,,避震器-後
4B9 827 023J XX,VW-中古,,後箱蓋-中古-含玻璃
4B9 827 505N,VW,,六角鎖-後箱
4B9 827 505N /,TOPRAN,,六角鎖-後箱
4B9 827 507L,VW,,六角鎖扣-後箱蓋
4B9 827 552N,VW,,撐桿-後箱-L/R
4B9 827 552N *,STABILUS,,撐桿-後箱-L/R
4B9 827 552N -,FEBI,,撐桿-後箱-L/R
4B9 845 299AS MKR,VW,,三角窗玻璃-左後
4B9 845 501N  NVB,VW,,後擋玻璃
4B9 853 703A  2ZZ,VW,,車頂飾條-左-鍍鉻
4B9 853 704A  2ZZ,VW,,車頂飾條-右-鍍鉻
4B9 853 742  2ZZ,VW,,四環標誌-後
4B9 853 927N  3Q7,VW,,後箱蓋飾條-下端-鋁
4B9 853 927Q  1L1,VW,,後箱蓋飾條-下端-鋁
4B9 853 927Q  1L1 XX,VW,,後箱蓋飾條-下端-鋁-中古
4B9 854 327A  01C,VW,,前擋飾條-左
4B9 854 328A  01C,VW,,前擋飾條-右
4B9 857 569A  6PS,VW,,三角飾板-左後
4B9 857 570A  6PS,VW,,三角飾板-右後
4B9 857 593,VW,,室內後視鏡蓋板
4B9 860 021E  2ZZ,VW,,車頂架-左-鋁
4B9 860 022E  2ZZ,VW,,車頂架-右-鋁
4B9 863 498B  4PK,VW,,後箱遮陽簾側蓋-右
4B9 863 553F  94H,VW,,遮陽簾
4B9 867 799  4PK,VW,,工具盒旋鈕扣
4B9 867 899  4PK,VW,,工具盒固定旋鈕
4B9 867 973A  42R,VW,,後箱蓋內飾板-上段
4B9 867 973C 6PS,VW,,後箱蓋內飾板-上段
4B9 867 979G  LCQ,VW,,後箱蓋內飾板
4B9 898 471,VW,,車頂架橡皮墊修包-左
4B9 898 472,VW,,車頂架橡皮墊修包-右
4B9 943 021,VW,,牌照燈-左/右
4B9 945 095D  3FZ,VW,,尾燈-左
4B9 945 095D  3FZ -,MARELLI,,尾燈-左-LLC562
4B9 945 095F  3FZ,VW,,尾燈-左
4B9 945 095F  3FZ -,MARELLI,,尾燈-左-LLF112
4B9 945 096D  3FZ,VW,,尾燈-右
4B9 945 096D  3FZ -,MARELLI,,尾燈-右-LLC561
4B9 945 096F  3FZ,VW,,尾燈-右
4B9 945 096F  3FZ -,MARELLI,,尾燈-右-LLF111
4B9 945 191,VW,,尾燈墊片
4B9 945 221,VW,,燈泡座-尾燈/L/R
4B9 945 695M  01C,VW,,牌照飾板-後
4B9 962 115,VW,,中控馬達-後箱
4B9 962 115 -,VDO,,中控馬達-後箱
4B9 962 115C,VW,,中控馬達-後箱
4D0 010 134R,VW,,貼紙
4D0 012 219A,VW,,輪胎螺絲拆卸工具扳手
4D0 018 957F,VW,,飾板
4D0 035 849,VOTEX,,天線尾巴-後葉
4D0 121 055,VW,,水管-下
4D0 121 055B,VW,,水管-下
4D0 121 101AG,VW,,水管-上
4D0 121 101D,VW,,水管-上
4D0 121 101E,VW,,水管-上
4D0 121 107,VW,,水管-副水筒
4D0 121 109H,VW,,水管-副水筒
4D0 121 138C,VW,,水管-
4D0 121 138G,VW,,水管-
4D0 121 197B,VW,,風扇罩
4D0 121 251AP,VW,,水箱
4D0 121 251AP /,NISSENS,,水箱
4D0 121 251F,VW,,水箱
4D0 121 251R,VW,,水箱
4D0 121 251R +,MAHLE,,水箱
4D0 121 251R /,NISSENS,,水箱
4D0 121 283A,VW,,集風板-左
4D0 121 291,VW,,集風罩
4D0 121 324,VW,,塞子
4D0 121 373A,VW,,軟管
4D0 121 403C,VW,,副水筒
4D0 121 403C /,AW,,副水筒
4D0 121 439,VW,,水管-副筒>鐵管>前下鐵管
4D0 133 335,VW,,進氣歧管側蓋
4D0 199 267,VW,,引擎減震橡皮
4D0 199 308A,VW,,引擎腳支架-右
4D0 199 339A,VW,,引擎減震橡皮-前
4D0 199 343A,VW,,引擎腳支架-前
4D0 199 381AA,VW,,引擎腳-右
4D0 199 381AB,VW,,引擎腳-左
4D0 199 381T,VW,,引擎腳
4D0 253 115A,VW,,排氣管墊片
4D0 253 115A *,ELRING,,排氣管墊片
4D0 253 115A /,TOPRAN,,排氣管墊片
4D0 253 147,VW,,吊耳
4D0 253 409N,VW,,消音器-中段
4D0 260 401A,VW,,冷排
4D0 260 401A /,MAN ZAI (萬在),,冷排
4D0 260 426,VW,,冷排固定橡皮-下
4D0 260 427,VW,,冷排避震橡皮座
4D0 260 701A,VW,,冷氣管-壓>冷排
4D0 260 707G,VW,,冷氣管-壓>乾
4D0 260 749B,VW,,O型環-冷氣管
4D0 260 749B /,TOPRAN,,O型環-冷氣管
4D0 260 805D,VW,,壓縮機總成
4D0 261 546,VW,,止回閥
4D0 298 087B,VW,,汽油泵
4D0 317 021C,VW,,冷卻器-ATF
4D0 317 171,VW,,油管固定扣
4D0 317 821B,VW,,變速箱油管-接水箱
4D0 317 867A,VW,,橡皮墊-固定支架
4D0 399 151B,VW,,變速箱腳
4D0 399 151C,VW,,變速箱腳
4D0 399 415K,VW,,工字樑鐵套-前
4D0 407 151P,VW,,三角架-前下
4D0 407 151P *,LMI,,三角架-前下
4D0 407 151P -,FEBI,,三角架-前下
4D0 407 151P /,TRW,,三角架-前下
4D0 407 181F *,LMI,,三角架鐵套-下前外
4D0 407 181F -,FEBI,,三角架鐵套-下前外
4D0 407 181H,VW,,三角架鐵套-下前外
4D0 407 182E -,FEBI,,三角架鐵套-下前內
4D0 407 182G,VW,,三角架鐵套-下前內
4D0 407 182G *,LMI,,三角架鐵套-下前內
4D0 407 183AC,VW,,三角架鐵套-下後
4D0 407 183AC *,LMI,,三角架鐵套-下後
4D0 407 183AC -,FEBI,,三角架鐵套-下後
4D0 407 183P,FEBI,,三角架鐵套-下後
4D0 407 192C,VW,,螺絲-和尚頭接上三角架
4D0 407 271L,VW,,傳動軸-左
4D0 407 505H,VW,,三角架-上前-左/右
4D0 407 505H *,LMI,,三角架-上前-左/右
4D0 407 509D,VW,,三角架-上左後
4D0 407 509D !,MOOG,,三角架-上左後
4D0 407 509D /,LUCAS,,三角架-上左後
4D0 407 509G -,TRW,,三角架-上左後
4D0 407 510D,VW,,三角架-上右後
4D0 407 510D #,SAE,,三角架-上右後
4D0 407 510D /,FEBI,,三角架-上右後
4D0 407 510G /,FEBI,,三角架-上右後
4D0 407 510K *,LMI,,三角架-上右後
4D0 407 515C,VW,,三角架鐵套-上/前後
4D0 407 515C *,LMI,,三角架鐵套-上/前後-綠
4D0 407 515C +,CORTECO,,三角架鐵套-上/前後
4D0 407 515C /,TRW,,三角架鐵套-上/前後
4D0 407 613E,VW,,哈扶-前
4D0 407 613E -,FEBI,,哈扶-前
4D0 407 623B,VW,,墊圈
4D0 407 625E,VW,,輪軸承-前
4D0 407 625E *,SKF,,輪軸承-前
4D0 407 644A,VW,,螺帽-三角架
4D0 407 693M -,TRW,,三角架-下左後
4D0 407 693N *,FEBI,,三角架-下左後
4D0 407 720,VW,,護蓋-傳動軸
4D0 411 317K,VW,,平衡桿接頭
4D0 411 317K *,LMI,,平衡桿接頭
4D0 411 327G,VW,,平衡桿橡皮
4D0 411 327G -,FEBI,,平衡桿橡皮
4D0 411 327H,VW,,平衡桿橡皮
4D0 411 327H *,LMI,,平衡桿橡皮
4D0 411 327H -,FEBI,,平衡桿橡皮
4D0 411 327J,VW,,平衡桿橡皮
4D0 411 327J *,LMI,,平衡桿橡皮
4D0 411 327J -,FEBI,,平衡桿橡皮
4D0 411 336G,VW,,平衡桿橡皮固定座
4D0 412 107B,VW,,避震器彈簧座橡皮墊-前
4D0 412 107B /,VAICO,,避震器彈簧座橡皮墊-前
4D0 412 127,VW,,避震器防塵蓋-前
4D0 412 131C,VW,,避震器橡皮-前
4D0 412 131C -,FEBI,,避震器橡皮-前
4D0 412 137C,VW,,避震器防塵套-前
4D0 412 137C -,FEBI,,避震器防塵套-前
4D0 412 137C /,TOPRAN,,避震器防塵套-前
4D0 412 377F,VW,,避震器上座
4D0 412 377F *,LMI,,避震器上座
4D0 412 377F +,CORTECO,,避震器上座
4D0 412 377F -,FEBI,,避震器上座
4D0 412 391C,VW,,避震器/上支臂固定座-左
4D0 412 395B,VW,,懸吊撐桿
4D0 413 031AE,VW,,避震器-前
4D0 413 031BN,VW,,避震器-前
4D0 419 091J AS1,VW,,方向盤
4D0 419 149,VW,,固定片
4D0 419 502G,VW,,方向機柱
4D0 419 505P,VW,,方向機柱
4D0 419 699,VW,,方向機柱固定螺絲
4D0 419 801B,VW,,惰桿總成
4D0 419 821 #,SAE,,惰桿
4D0 419 831A,VW,,方向機防塵套
